"IndicatorId","IndicatorName","OriginalCode","StandardCode","FileName","Period","Year","Numerator","Denominator","Rate","DataQuality","ServerName","ServerRecordCount","QueryDateTime"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","3580","8369","42.78","Calculated","SMART Health IT","524","2025-11-10 13:37:17"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","4238","7841","54.05","Calculated","HAPI FHIR Test","831","2025-11-10 13:37:17"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","4273","7091","60.26","Calculated","FHIR Sandbox","449","2025-11-10 13:37:17"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","2234","4638","48.17","Calculated","UHN HAPI FHIR","671","2025-11-10 13:37:17"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","3476","5361","64.84","Calculated","SMART Health IT","747","2025-11-10 13:37:17"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","3063","5656","54.15","Calculated","HAPI FHIR Test","449","2025-11-10 13:37:17"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:37:17"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","5559","11310","49.15","Calculated","UHN HAPI FHIR","735","2025-11-10 13:37:17"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","8547","19342","44.19","Calculated","SMART Health IT","1326","2025-11-10 13:37:17"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","3441","7036","48.91","Calculated","HAPI FHIR Test","707","2025-11-10 13:37:17"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","4577","9241","49.53","Calculated","FHIR Sandbox","541","2025-11-10 13:37:17"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","5033","10046","50.1","Calculated","UHN HAPI FHIR","686","2025-11-10 13:37:17"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","6899","13245","52.09","Calculated","SMART Health IT","1195","2025-11-10 13:37:17"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","2082","3099","67.18","Calculated","HAPI FHIR Test","337","2025-11-10 13:37:17"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","6504","13335","48.77","Calculated","FHIR Sandbox","1064","2025-11-10 13:37:17"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","0","0","0","No Cases","UHN HAPI FHIR","0","2025-11-10 13:37:17"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:37:17"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","7146","12567","56.86","Calculated","HAPI FHIR Test","838","2025-11-10 13:37:17"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","7341","13457","54.55","Calculated","FHIR Sandbox","1171","2025-11-10 13:37:17"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","4600","8420","54.63","Calculated","UHN HAPI FHIR","1034","2025-11-10 13:37:17"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","4875","9106","53.54","Calculated","SMART Health IT","1108","2025-11-10 13:37:17"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","3999","7398","54.06","Calculated","HAPI FHIR Test","853","2025-11-10 13:37:17"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:37:17"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","1639","3603","45.49","Calculated","UHN HAPI FHIR","367","2025-11-10 13:37:17"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","5328","11739","45.39","Calculated","SMART Health IT","954","2025-11-10 13:37:17"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","10240","22159","46.21","Calculated","HAPI FHIR Test","1480","2025-11-10 13:37:17"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:37:17"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","4464","10370","43.05","Calculated","UHN HAPI FHIR","804","2025-11-10 13:37:17"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","4151","10251","40.49","Calculated","SMART Health IT","613","2025-11-10 13:37:17"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","216","509","42.44","Calculated","HAPI FHIR Test","52","2025-11-10 13:37:17"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","6080","14422","42.16","Calculated","FHIR Sandbox","1268","2025-11-10 13:37:17"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","0","0","0","No Cases","UHN HAPI FHIR","0","2025-11-10 13:37:17"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:37:17"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","4670","9966","46.86","Calculated","HAPI FHIR Test","694","2025-11-10 13:37:17"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:37:17"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","0","0","0","No Cases","UHN HAPI FHIR","0","2025-11-10 13:37:17"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:37:17"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","1962","5130","38.25","Calculated","HAPI FHIR Test","465","2025-11-10 13:37:17"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","3420","7040","48.58","Calculated","FHIR Sandbox","460","2025-11-10 13:37:17"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","2906","6232","46.63","Calculated","UHN HAPI FHIR","539","2025-11-10 13:37:17"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:37:17"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","2416","5757","41.97","Calculated","HAPI FHIR Test","611","2025-11-10 13:37:17"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","4432","8795","50.39","Calculated","FHIR Sandbox","598","2025-11-10 13:37:17"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","4934","9765","50.53","Calculated","UHN HAPI FHIR","610","2025-11-10 13:37:17"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","3051","4902","62.24","Calculated","SMART Health IT","558","2025-11-10 13:37:17"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","6630","13180","50.3","Calculated","HAPI FHIR Test","782","2025-11-10 13:37:17"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","5061","10159","49.82","Calculated","FHIR Sandbox","1069","2025-11-10 13:37:17"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","8258","14001","58.98","Calculated","UHN HAPI FHIR","792","2025-11-10 13:37:17"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","5908","11966","49.37","Calculated","SMART Health IT","824","2025-11-10 13:37:17"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","4147","7933","52.28","Calculated","HAPI FHIR Test","551","2025-11-10 13:37:17"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","6653","13448","49.47","Calculated","FHIR Sandbox","1516","2025-11-10 13:37:17"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","4754","9694","49.04","Calculated","UHN HAPI FHIR","1004","2025-11-10 13:37:17"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","4903","12058","40.66","Calculated","SMART Health IT","738","2025-11-10 13:37:17"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","3870","9186","42.13","Calculated","HAPI FHIR Test","687","2025-11-10 13:37:17"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","1148","3442","33.35","Calculated","FHIR Sandbox","227","2025-11-10 13:37:17"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","2474","7068","35","Calculated","UHN HAPI FHIR","778","2025-11-10 13:37:17"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","3679","6699","54.92","Calculated","SMART Health IT","629","2025-11-10 13:37:17"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","6356","10269","61.9","Calculated","HAPI FHIR Test","788","2025-11-10 13:37:17"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","4212","7358","57.24","Calculated","FHIR Sandbox","790","2025-11-10 13:37:17"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","6635","13425","49.42","Calculated","UHN HAPI FHIR","972","2025-11-10 13:37:17"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:37:17"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","0","0","0","No Cases","HAPI FHIR Test","0","2025-11-10 13:37:17"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","5344","15028","35.56","Calculated","FHIR Sandbox","868","2025-11-10 13:37:17"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","7293","16916","43.11","Calculated","UHN HAPI FHIR","1681","2025-11-10 13:37:17"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","9251","16329","56.65","Calculated","SMART Health IT","1033","2025-11-10 13:37:17"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","0","0","0","No Cases","HAPI FHIR Test","0","2025-11-10 13:37:17"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","2738","6304","43.43","Calculated","FHIR Sandbox","452","2025-11-10 13:37:17"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","0","0","0","No Cases","UHN HAPI FHIR","0","2025-11-10 13:37:17"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:37:17"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","5827","10302","56.56","Calculated","HAPI FHIR Test","988","2025-11-10 13:37:17"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","4482","8295","54.03","Calculated","FHIR Sandbox","784","2025-11-10 13:37:17"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","3293","5781","56.96","Calculated","UHN HAPI FHIR","418","2025-11-10 13:37:17"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","6694","11538","58.02","Calculated","SMART Health IT","805","2025-11-10 13:37:17"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","5156","10443","49.37","Calculated","HAPI FHIR Test","1113","2025-11-10 13:37:17"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:37:17"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","2971","6024","49.32","Calculated","UHN HAPI FHIR","635","2025-11-10 13:37:17"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","1973","5455","36.17","Calculated","SMART Health IT","431","2025-11-10 13:37:17"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","3369","6244","53.96","Calculated","HAPI FHIR Test","366","2025-11-10 13:37:17"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","7439","14682","50.67","Calculated","FHIR Sandbox","1407","2025-11-10 13:37:17"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","3651","6697","54.52","Calculated","UHN HAPI FHIR","757","2025-11-10 13:37:17"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:37:17"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","7992","17095","46.75","Calculated","HAPI FHIR Test","1564","2025-11-10 13:37:17"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","2095","4884","42.9","Calculated","FHIR Sandbox","291","2025-11-10 13:37:17"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","2759","5908","46.7","Calculated","UHN HAPI FHIR","517","2025-11-10 13:37:17"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","3294","7524","43.78","Calculated","SMART Health IT","696","2025-11-10 13:37:17"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","1905","5068","37.59","Calculated","HAPI FHIR Test","586","2025-11-10 13:37:17"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:37:17"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","5954","13868","42.93","Calculated","UHN HAPI FHIR","1106","2025-11-10 13:37:17"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","5045","11303","44.63","Calculated","SMART Health IT","939","2025-11-10 13:37:17"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","4472","9235","48.42","Calculated","HAPI FHIR Test","714","2025-11-10 13:37:17"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:37:17"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","3236","6540","49.48","Calculated","UHN HAPI FHIR","468","2025-11-10 13:37:17"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","3369","5805","58.04","Calculated","SMART Health IT","435","2025-11-10 13:37:17"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","3101","5764","53.8","Calculated","HAPI FHIR Test","448","2025-11-10 13:37:17"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","8882","15918","55.8","Calculated","FHIR Sandbox","988","2025-11-10 13:37:17"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","2170","4078","53.21","Calculated","UHN HAPI FHIR","746","2025-11-10 13:37:17"
"30","同醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-030","3-6同醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1728).cql","2024 Annual","2024","2310","4407","52.42","Calculated","SMART Health IT","347","2025-11-10 13:37:17"
