IndicatorId,IndicatorName,IndicatorCode,FileName,Quarter,Numerator,Denominator,Rate,DataQuality,ServerName,ServerRecordCount,QueryDateTime
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q2,3149,58268,48,Good,SMART Health IT,9,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q2,3149,58268,48,Good,HAPI FHIR Test,39,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q2,3149,58268,48,Good,FHIR Sandbox,87,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q2,3149,58268,48,Good,UHN HAPI FHIR,88,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q3,3392,46918,52,Good,SMART Health IT,17,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q3,3392,46918,52,Good,HAPI FHIR Test,67,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q3,3392,46918,52,Good,FHIR Sandbox,7,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q3,3392,46918,52,Good,UHN HAPI FHIR,33,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q4,5327,26297,37,Good,SMART Health IT,93,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q4,5327,26297,37,Good,HAPI FHIR Test,63,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q4,5327,26297,37,Good,FHIR Sandbox,44,2025/11/10 10:15
1,門診注射劑使用率,3127,1_門診注射劑使用率(3127).cql,2025Q4,5327,26297,37,Good,UHN HAPI FHIR,0,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q1,5040,23382,37,Good,SMART Health IT,7,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q1,5040,23382,37,Good,HAPI FHIR Test,82,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q1,5040,23382,37,Good,FHIR Sandbox,34,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q1,5040,23382,37,Good,UHN HAPI FHIR,80,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q2,3319,39575,57,Good,SMART Health IT,70,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q2,3319,39575,57,Good,HAPI FHIR Test,50,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q2,3319,39575,57,Good,FHIR Sandbox,57,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q2,3319,39575,57,Good,UHN HAPI FHIR,59,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q3,5882,31970,40,Good,SMART Health IT,38,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q3,5882,31970,40,Good,HAPI FHIR Test,87,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q3,5882,31970,40,Good,FHIR Sandbox,24,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q3,5882,31970,40,Good,UHN HAPI FHIR,39,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q4,3746,24654,56,Good,SMART Health IT,13,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q4,3746,24654,56,Good,HAPI FHIR Test,77,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q4,3746,24654,56,Good,FHIR Sandbox,4,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2024Q4,3746,24654,56,Good,UHN HAPI FHIR,61,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q1,5218,32328,37,Good,SMART Health IT,0,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q1,5218,32328,37,Good,HAPI FHIR Test,63,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q1,5218,32328,37,Good,FHIR Sandbox,65,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q1,5218,32328,37,Good,UHN HAPI FHIR,0,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q2,4280,13903,63,Good,SMART Health IT,94,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q2,4280,13903,63,Good,HAPI FHIR Test,0,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q2,4280,13903,63,Good,FHIR Sandbox,58,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q2,4280,13903,63,Good,UHN HAPI FHIR,64,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q3,1182,32250,35,Good,SMART Health IT,30,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q3,1182,32250,35,Good,HAPI FHIR Test,84,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q3,1182,32250,35,Good,FHIR Sandbox,90,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q3,1182,32250,35,Good,UHN HAPI FHIR,81,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q4,3389,21381,44,Good,SMART Health IT,0,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q4,3389,21381,44,Good,HAPI FHIR Test,13,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q4,3389,21381,44,Good,FHIR Sandbox,70,2025/11/10 10:15
2,住院案件出院後三日以內急診率,108.01,10_住院案件出院後三日以內急診率(108.01).cql,2025Q4,3389,21381,44,Good,UHN HAPI FHIR,80,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q1,5037,50907,54,Good,SMART Health IT,72,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q1,5037,50907,54,Good,HAPI FHIR Test,15,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q1,5037,50907,54,Good,FHIR Sandbox,99,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q1,5037,50907,54,Good,UHN HAPI FHIR,36,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q2,3383,20216,64,Good,SMART Health IT,79,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q2,3383,20216,64,Good,HAPI FHIR Test,96,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q2,3383,20216,64,Good,FHIR Sandbox,75,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q2,3383,20216,64,Good,UHN HAPI FHIR,53,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q3,2305,49504,50,Good,SMART Health IT,83,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q3,2305,49504,50,Good,HAPI FHIR Test,66,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q3,2305,49504,50,Good,FHIR Sandbox,66,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q3,2305,49504,50,Good,UHN HAPI FHIR,25,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q4,4931,55002,52,Good,SMART Health IT,54,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q4,4931,55002,52,Good,HAPI FHIR Test,69,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q4,4931,55002,52,Good,FHIR Sandbox,49,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2024Q4,4931,55002,52,Good,UHN HAPI FHIR,8,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q1,2902,21399,50,Good,SMART Health IT,66,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q1,2902,21399,50,Good,HAPI FHIR Test,0,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q1,2902,21399,50,Good,FHIR Sandbox,53,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q1,2902,21399,50,Good,UHN HAPI FHIR,22,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q2,5124,42003,45,Good,SMART Health IT,75,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q2,5124,42003,45,Good,HAPI FHIR Test,99,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q2,5124,42003,45,Good,FHIR Sandbox,81,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q2,5124,42003,45,Good,UHN HAPI FHIR,21,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q3,4753,17079,38,Good,SMART Health IT,64,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q3,4753,17079,38,Good,HAPI FHIR Test,56,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q3,4753,17079,38,Good,FHIR Sandbox,91,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q3,4753,17079,38,Good,UHN HAPI FHIR,22,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q4,2601,16185,56,Good,SMART Health IT,13,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q4,2601,16185,56,Good,HAPI FHIR Test,46,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q4,2601,16185,56,Good,FHIR Sandbox,56,2025/11/10 10:15
3,剖腹產率-整體,1136.01,11-1剖腹產率-整體(1136.01).cql,2025Q4,2601,16185,56,Good,UHN HAPI FHIR,68,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q1,3259,59560,48,Good,SMART Health IT,41,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q1,3259,59560,48,Good,HAPI FHIR Test,76,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q1,3259,59560,48,Good,FHIR Sandbox,33,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q1,3259,59560,48,Good,UHN HAPI FHIR,35,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q2,3359,39500,51,Good,SMART Health IT,52,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q2,3359,39500,51,Good,HAPI FHIR Test,75,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q2,3359,39500,51,Good,FHIR Sandbox,75,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q2,3359,39500,51,Good,UHN HAPI FHIR,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q3,3409,36545,40,Good,SMART Health IT,42,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q3,3409,36545,40,Good,HAPI FHIR Test,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q3,3409,36545,40,Good,FHIR Sandbox,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q3,3409,36545,40,Good,UHN HAPI FHIR,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q4,4315,29608,51,Good,SMART Health IT,46,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q4,4315,29608,51,Good,HAPI FHIR Test,2,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q4,4315,29608,51,Good,FHIR Sandbox,64,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2024Q4,4315,29608,51,Good,UHN HAPI FHIR,78,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q1,1650,56437,56,Good,SMART Health IT,52,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q1,1650,56437,56,Good,HAPI FHIR Test,45,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q1,1650,56437,56,Good,FHIR Sandbox,85,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q1,1650,56437,56,Good,UHN HAPI FHIR,20,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q2,1465,40746,52,Good,SMART Health IT,12,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q2,1465,40746,52,Good,HAPI FHIR Test,39,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q2,1465,40746,52,Good,FHIR Sandbox,46,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q2,1465,40746,52,Good,UHN HAPI FHIR,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q3,2657,58483,45,Good,SMART Health IT,95,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q3,2657,58483,45,Good,HAPI FHIR Test,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q3,2657,58483,45,Good,FHIR Sandbox,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q3,2657,58483,45,Good,UHN HAPI FHIR,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q4,5024,52460,59,Good,SMART Health IT,73,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q4,5024,52460,59,Good,HAPI FHIR Test,0,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q4,5024,52460,59,Good,FHIR Sandbox,85,2025/11/10 10:15
4,剖腹產率-自行要求,1137.01,11-2剖腹產率-自行要求(1137.01).cql,2025Q4,5024,52460,59,Good,UHN HAPI FHIR,0,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q1,2657,22251,36,Good,SMART Health IT,50,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q1,2657,22251,36,Good,HAPI FHIR Test,67,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q1,2657,22251,36,Good,FHIR Sandbox,74,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q1,2657,22251,36,Good,UHN HAPI FHIR,45,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q2,5835,12147,44,Good,SMART Health IT,10,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q2,5835,12147,44,Good,HAPI FHIR Test,0,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q2,5835,12147,44,Good,FHIR Sandbox,71,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q2,5835,12147,44,Good,UHN HAPI FHIR,46,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q3,920,32520,50,Good,SMART Health IT,23,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q3,920,32520,50,Good,HAPI FHIR Test,88,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q3,920,32520,50,Good,FHIR Sandbox,17,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q3,920,32520,50,Good,UHN HAPI FHIR,22,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q4,5837,26564,42,Good,SMART Health IT,18,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q4,5837,26564,42,Good,HAPI FHIR Test,46,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q4,5837,26564,42,Good,FHIR Sandbox,0,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2024Q4,5837,26564,42,Good,UHN HAPI FHIR,33,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q1,5476,31216,57,Good,SMART Health IT,29,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q1,5476,31216,57,Good,HAPI FHIR Test,0,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q1,5476,31216,57,Good,FHIR Sandbox,69,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q1,5476,31216,57,Good,UHN HAPI FHIR,16,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q2,1763,43404,38,Good,SMART Health IT,5,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q2,1763,43404,38,Good,HAPI FHIR Test,1,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q2,1763,43404,38,Good,FHIR Sandbox,52,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q2,1763,43404,38,Good,UHN HAPI FHIR,20,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q3,1292,35981,54,Good,SMART Health IT,72,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q3,1292,35981,54,Good,HAPI FHIR Test,0,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q3,1292,35981,54,Good,FHIR Sandbox,13,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q3,1292,35981,54,Good,UHN HAPI FHIR,25,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q4,3833,14133,43,Good,SMART Health IT,65,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q4,3833,14133,43,Good,HAPI FHIR Test,81,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q4,3833,14133,43,Good,FHIR Sandbox,8,2025/11/10 10:15
5,剖腹產率-具適應症,1138.01,11-3剖腹產率-具適應症(1138.01).cql,2025Q4,3833,14133,43,Good,UHN HAPI FHIR,38,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q1,2617,42000,45,Good,SMART Health IT,0,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q1,2617,42000,45,Good,HAPI FHIR Test,0,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q1,2617,42000,45,Good,FHIR Sandbox,25,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q1,2617,42000,45,Good,UHN HAPI FHIR,14,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q2,5198,53154,54,Good,SMART Health IT,66,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q2,5198,53154,54,Good,HAPI FHIR Test,31,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q2,5198,53154,54,Good,FHIR Sandbox,88,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q2,5198,53154,54,Good,UHN HAPI FHIR,33,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q3,5987,47576,61,Good,SMART Health IT,0,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q3,5987,47576,61,Good,HAPI FHIR Test,99,2025/11/10 10:15
6,剖腹產率-初次具適應症,1075.01,11-4剖腹產率-初次具適應症(1075.01).cql,2024Q3,5987,47576,61,Good,FHIR Sandbox,79,2025/11/10 10:15
