"IndicatorId","IndicatorName","OriginalCode","StandardCode","FileName","Quarter","Year","Numerator","Denominator","Rate","DataQuality","ServerName","ServerRecordCount","QueryDateTime"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q1","2025","3135","55377","37","Good","SMART Health IT","37","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q1","2025","3135","55377","37","Good","HAPI FHIR Test","58","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q1","2025","3135","55377","37","Good","FHIR Sandbox","52","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q1","2025","3135","55377","37","Good","UHN HAPI FHIR","28","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q2","2025","3149","58268","48","Good","SMART Health IT","65","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q2","2025","3149","58268","48","Good","HAPI FHIR Test","83","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q2","2025","3149","58268","48","Good","FHIR Sandbox","45","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q2","2025","3149","58268","48","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q3","2025","3392","46918","52","Good","SMART Health IT","21","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q3","2025","3392","46918","52","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q3","2025","3392","46918","52","Good","FHIR Sandbox","38","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q3","2025","3392","46918","52","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q4","2025","5327","26297","37","Good","SMART Health IT","0","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q4","2025","5327","26297","37","Good","HAPI FHIR Test","98","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q4","2025","5327","26297","37","Good","FHIR Sandbox","83","2025-11-10 10:38:55"
"1","門診注射劑使用率","3127","IND-001","1_門診注射劑使用率(3127).cql","2025Q4","2025","5327","26297","37","Good","UHN HAPI FHIR","58","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q1","2024","5040","23382","37","Good","SMART Health IT","1","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q1","2024","5040","23382","37","Good","HAPI FHIR Test","60","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q1","2024","5040","23382","37","Good","FHIR Sandbox","51","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q1","2024","5040","23382","37","Good","UHN HAPI FHIR","81","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q2","2024","3319","39575","57","Good","SMART Health IT","85","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q2","2024","3319","39575","57","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q2","2024","3319","39575","57","Good","FHIR Sandbox","73","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q2","2024","3319","39575","57","Good","UHN HAPI FHIR","23","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q3","2024","5882","31970","40","Good","SMART Health IT","85","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q3","2024","5882","31970","40","Good","HAPI FHIR Test","43","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q3","2024","5882","31970","40","Good","FHIR Sandbox","81","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q3","2024","5882","31970","40","Good","UHN HAPI FHIR","60","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q4","2024","3746","24654","56","Good","SMART Health IT","0","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q4","2024","3746","24654","56","Good","HAPI FHIR Test","73","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q4","2024","3746","24654","56","Good","FHIR Sandbox","47","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2024Q4","2024","3746","24654","56","Good","UHN HAPI FHIR","89","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q1","2025","5218","32328","37","Good","SMART Health IT","67","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q1","2025","5218","32328","37","Good","HAPI FHIR Test","70","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q1","2025","5218","32328","37","Good","FHIR Sandbox","94","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q1","2025","5218","32328","37","Good","UHN HAPI FHIR","99","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q2","2025","4280","13903","63","Good","SMART Health IT","86","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q2","2025","4280","13903","63","Good","HAPI FHIR Test","96","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q2","2025","4280","13903","63","Good","FHIR Sandbox","87","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q2","2025","4280","13903","63","Good","UHN HAPI FHIR","90","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q3","2025","1182","32250","35","Good","SMART Health IT","81","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q3","2025","1182","32250","35","Good","HAPI FHIR Test","96","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q3","2025","1182","32250","35","Good","FHIR Sandbox","51","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q3","2025","1182","32250","35","Good","UHN HAPI FHIR","94","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q4","2025","3389","21381","44","Good","SMART Health IT","5","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q4","2025","3389","21381","44","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q4","2025","3389","21381","44","Good","FHIR Sandbox","20","2025-11-10 10:38:55"
"2","住院案件出院後三日以內急診率","108.01","IND-002","10_住院案件出院後三日以內急診率(108.01).cql","2025Q4","2025","3389","21381","44","Good","UHN HAPI FHIR","43","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q1","2024","5037","50907","54","Good","SMART Health IT","3","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q1","2024","5037","50907","54","Good","HAPI FHIR Test","57","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q1","2024","5037","50907","54","Good","FHIR Sandbox","52","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q1","2024","5037","50907","54","Good","UHN HAPI FHIR","51","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q2","2024","3383","20216","64","Good","SMART Health IT","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q2","2024","3383","20216","64","Good","HAPI FHIR Test","72","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q2","2024","3383","20216","64","Good","FHIR Sandbox","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q2","2024","3383","20216","64","Good","UHN HAPI FHIR","88","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q3","2024","2305","49504","50","Good","SMART Health IT","9","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q3","2024","2305","49504","50","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q3","2024","2305","49504","50","Good","FHIR Sandbox","97","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q3","2024","2305","49504","50","Good","UHN HAPI FHIR","65","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q4","2024","4931","55002","52","Good","SMART Health IT","47","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q4","2024","4931","55002","52","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q4","2024","4931","55002","52","Good","FHIR Sandbox","99","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2024Q4","2024","4931","55002","52","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q1","2025","2902","21399","50","Good","SMART Health IT","28","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q1","2025","2902","21399","50","Good","HAPI FHIR Test","57","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q1","2025","2902","21399","50","Good","FHIR Sandbox","71","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q1","2025","2902","21399","50","Good","UHN HAPI FHIR","68","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q2","2025","5124","42003","45","Good","SMART Health IT","55","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q2","2025","5124","42003","45","Good","HAPI FHIR Test","96","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q2","2025","5124","42003","45","Good","FHIR Sandbox","79","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q2","2025","5124","42003","45","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q3","2025","4753","17079","38","Good","SMART Health IT","66","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q3","2025","4753","17079","38","Good","HAPI FHIR Test","64","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q3","2025","4753","17079","38","Good","FHIR Sandbox","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q3","2025","4753","17079","38","Good","UHN HAPI FHIR","40","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q4","2025","2601","16185","56","Good","SMART Health IT","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q4","2025","2601","16185","56","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q4","2025","2601","16185","56","Good","FHIR Sandbox","38","2025-11-10 10:38:55"
"3","剖腹產率-整體","1136.01","IND-003","11-1剖腹產率-整體(1136.01).cql","2025Q4","2025","2601","16185","56","Good","UHN HAPI FHIR","95","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q1","2024","3259","59560","48","Good","SMART Health IT","17","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q1","2024","3259","59560","48","Good","HAPI FHIR Test","82","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q1","2024","3259","59560","48","Good","FHIR Sandbox","12","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q1","2024","3259","59560","48","Good","UHN HAPI FHIR","34","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q2","2024","3359","39500","51","Good","SMART Health IT","70","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q2","2024","3359","39500","51","Good","HAPI FHIR Test","90","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q2","2024","3359","39500","51","Good","FHIR Sandbox","87","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q2","2024","3359","39500","51","Good","UHN HAPI FHIR","11","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q3","2024","3409","36545","40","Good","SMART Health IT","79","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q3","2024","3409","36545","40","Good","HAPI FHIR Test","29","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q3","2024","3409","36545","40","Good","FHIR Sandbox","62","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q3","2024","3409","36545","40","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q4","2024","4315","29608","51","Good","SMART Health IT","0","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q4","2024","4315","29608","51","Good","HAPI FHIR Test","49","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q4","2024","4315","29608","51","Good","FHIR Sandbox","20","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2024Q4","2024","4315","29608","51","Good","UHN HAPI FHIR","22","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q1","2025","1650","56437","56","Good","SMART Health IT","68","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q1","2025","1650","56437","56","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q1","2025","1650","56437","56","Good","FHIR Sandbox","47","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q1","2025","1650","56437","56","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q2","2025","1465","40746","52","Good","SMART Health IT","90","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q2","2025","1465","40746","52","Good","HAPI FHIR Test","24","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q2","2025","1465","40746","52","Good","FHIR Sandbox","2","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q2","2025","1465","40746","52","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q3","2025","2657","58483","45","Good","SMART Health IT","29","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q3","2025","2657","58483","45","Good","HAPI FHIR Test","92","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q3","2025","2657","58483","45","Good","FHIR Sandbox","24","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q3","2025","2657","58483","45","Good","UHN HAPI FHIR","26","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q4","2025","5024","52460","59","Good","SMART Health IT","65","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q4","2025","5024","52460","59","Good","HAPI FHIR Test","23","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q4","2025","5024","52460","59","Good","FHIR Sandbox","29","2025-11-10 10:38:55"
"4","剖腹產率-自行要求","1137.01","IND-004","11-2剖腹產率-自行要求(1137.01).cql","2025Q4","2025","5024","52460","59","Good","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q1","2024","2657","22251","36","Good","SMART Health IT","0","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q1","2024","2657","22251","36","Good","HAPI FHIR Test","56","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q1","2024","2657","22251","36","Good","FHIR Sandbox","24","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q1","2024","2657","22251","36","Good","UHN HAPI FHIR","92","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q2","2024","5835","12147","44","Good","SMART Health IT","65","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q2","2024","5835","12147","44","Good","HAPI FHIR Test","3","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q2","2024","5835","12147","44","Good","FHIR Sandbox","24","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q2","2024","5835","12147","44","Good","UHN HAPI FHIR","41","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q3","2024","920","32520","50","Good","SMART Health IT","0","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q3","2024","920","32520","50","Good","HAPI FHIR Test","0","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q3","2024","920","32520","50","Good","FHIR Sandbox","2","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q3","2024","920","32520","50","Good","UHN HAPI FHIR","97","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q4","2024","5837","26564","42","Good","SMART Health IT","2","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q4","2024","5837","26564","42","Good","HAPI FHIR Test","91","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q4","2024","5837","26564","42","Good","FHIR Sandbox","0","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024Q4","2024","5837","26564","42","Good","UHN HAPI FHIR","96","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2025Q1","2025","5476","31216","57","Good","SMART Health IT","98","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2025Q1","2025","5476","31216","57","Good","HAPI FHIR Test","6","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2025Q1","2025","5476","31216","57","Good","FHIR Sandbox","90","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2025Q1","2025","5476","31216","57","Good","UHN HAPI FHIR","48","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2025Q2","2025","1763","43404","38","Good","SMART Health IT","0","2025-11-10 10:38:55"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2025Q2","2025","1763","43404","38","Good","HAPI FHIR Test","81","2025-11-10 10:38:55"
