"IndicatorId","IndicatorName","OriginalCode","StandardCode","FileName","Period","Year","Numerator","Denominator","Rate","DataQuality","ServerName","ServerRecordCount","QueryDateTime"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024 Annual","2024","15249","93482","16.31","Calculated","HAPI FHIR Test","1070","2025-11-10 13:05:50"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024 Annual","2024","15249","93482","16.31","Calculated","FHIR Sandbox","717","2025-11-10 13:05:50"
"5","剖腹產率-具適應症","1138.01","IND-005","11-3剖腹產率-具適應症(1138.01).cql","2024 Annual","2024","15249","93482","16.31","Calculated","UHN HAPI FHIR","1168","2025-11-10 13:05:50"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","9484","120091","7.9","Calculated","SMART Health IT","649","2025-11-10 13:05:50"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","15471","167667","9.23","Calculated","HAPI FHIR Test","995","2025-11-10 13:05:50"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","13802","142730","9.67","Calculated","FHIR Sandbox","459","2025-11-10 13:05:50"
"6","剖腹產率-初次具適應症","1075.01","IND-006","11-4剖腹產率-初次具適應症(1075.01).cql","2024 Annual","2024","15471","167667","9.23","Calculated","UHN HAPI FHIR","667","2025-11-10 13:05:50"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:05:50"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","8624","49596","17.39","Calculated","HAPI FHIR Test","261","2025-11-10 13:05:50"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","15659","133112","11.76","Calculated","FHIR Sandbox","822","2025-11-10 13:05:50"
"7","清淨手術術後使用抗生素超過三日比率","1155","IND-007","12_清淨手術術後使用抗生素超過三日比率(1155).cql","2024 Annual","2024","13502","77008","17.53","Calculated","UHN HAPI FHIR","740","2025-11-10 13:05:50"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","12491","70335","17.76","Calculated","SMART Health IT","763","2025-11-10 13:05:50"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","11430","111319","10.27","Calculated","HAPI FHIR Test","932","2025-11-10 13:05:50"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","10535","52700","19.99","Calculated","FHIR Sandbox","787","2025-11-10 13:05:50"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","8572","91631","9.35","Calculated","UHN HAPI FHIR","320","2025-11-10 13:05:50"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","11985","140756","8.51","Calculated","SMART Health IT","640","2025-11-10 13:05:50"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","10234","81653","12.53","Calculated","HAPI FHIR Test","1106","2025-11-10 13:05:50"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","7452","87271","8.54","Calculated","FHIR Sandbox","484","2025-11-10 13:05:50"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","11985","140756","8.51","Calculated","UHN HAPI FHIR","924","2025-11-10 13:05:50"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","11815","82374","14.34","Calculated","SMART Health IT","1044","2025-11-10 13:05:50"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","7414","73011","10.15","Calculated","HAPI FHIR Test","592","2025-11-10 13:05:50"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","15662","73064","21.44","Calculated","FHIR Sandbox","989","2025-11-10 13:05:50"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","12970","90084","14.4","Calculated","UHN HAPI FHIR","651","2025-11-10 13:05:50"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","8207","130800","6.27","Calculated","SMART Health IT","882","2025-11-10 13:05:50"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","9347","166140","5.63","Calculated","HAPI FHIR Test","592","2025-11-10 13:05:50"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:05:50"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","9347","166140","5.63","Calculated","UHN HAPI FHIR","628","2025-11-10 13:05:50"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","14452","141379","10.22","Calculated","SMART Health IT","935","2025-11-10 13:05:50"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","17580","176064","9.99","Calculated","HAPI FHIR Test","1233","2025-11-10 13:05:50"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","6415","91898","6.98","Calculated","FHIR Sandbox","627","2025-11-10 13:05:50"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","17580","176064","9.99","Calculated","UHN HAPI FHIR","1318","2025-11-10 13:05:50"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","7985","37815","21.12","Calculated","SMART Health IT","451","2025-11-10 13:05:50"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","0","0","0","No Cases","HAPI FHIR Test","0","2025-11-10 13:05:50"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","12127","80463","15.07","Calculated","FHIR Sandbox","839","2025-11-10 13:05:50"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","13400","82122","16.32","Calculated","UHN HAPI FHIR","516","2025-11-10 13:05:50"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","5645","24220","23.31","Calculated","SMART Health IT","232","2025-11-10 13:05:50"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","7483","29787","25.12","Calculated","HAPI FHIR Test","90","2025-11-10 13:05:50"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","9430","45578","20.69","Calculated","FHIR Sandbox","1008","2025-11-10 13:05:50"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","11476","57169","20.07","Calculated","UHN HAPI FHIR","942","2025-11-10 13:05:50"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","3330","50728","6.56","Calculated","SMART Health IT","491","2025-11-10 13:05:50"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","7176","47433","15.13","Calculated","HAPI FHIR Test","897","2025-11-10 13:05:50"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","8514","104306","8.16","Calculated","FHIR Sandbox","819","2025-11-10 13:05:50"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","13175","114620","11.49","Calculated","UHN HAPI FHIR","1573","2025-11-10 13:05:50"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","13672","137351","9.95","Calculated","SMART Health IT","1034","2025-11-10 13:05:50"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","10471","108731","9.63","Calculated","HAPI FHIR Test","1010","2025-11-10 13:05:50"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:05:50"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","13672","137351","9.95","Calculated","UHN HAPI FHIR","1633","2025-11-10 13:05:50"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","8965","38458","23.31","Calculated","SMART Health IT","548","2025-11-10 13:05:50"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","13600","85800","15.85","Calculated","HAPI FHIR Test","821","2025-11-10 13:05:50"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","14159","99976","14.16","Calculated","FHIR Sandbox","1190","2025-11-10 13:05:50"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","0","0","0","No Cases","UHN HAPI FHIR","0","2025-11-10 13:05:50"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","9870","153393","6.43","Calculated","SMART Health IT","310","2025-11-10 13:05:50"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","9870","153393","6.43","Calculated","HAPI FHIR Test","574","2025-11-10 13:05:50"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","9656","157140","6.14","Calculated","FHIR Sandbox","532","2025-11-10 13:05:50"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","8372","163609","5.12","Calculated","UHN HAPI FHIR","700","2025-11-10 13:05:50"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","4914","58367","8.42","Calculated","SMART Health IT","339","2025-11-10 13:05:50"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","11783","117584","10.02","Calculated","HAPI FHIR Test","1131","2025-11-10 13:05:50"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","8479","44864","18.9","Calculated","FHIR Sandbox","112","2025-11-10 13:05:50"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","6135","87449","7.02","Calculated","UHN HAPI FHIR","838","2025-11-10 13:05:50"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","0","0","0","No Cases","SMART Health IT","0","2025-11-10 13:05:50"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","8880","61886","14.35","Calculated","HAPI FHIR Test","506","2025-11-10 13:05:50"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","13144","114764","11.45","Calculated","FHIR Sandbox","846","2025-11-10 13:05:50"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","6197","58001","10.68","Calculated","UHN HAPI FHIR","449","2025-11-10 13:05:50"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","14107","156039","9.04","Calculated","SMART Health IT","1073","2025-11-10 13:05:50"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","14107","156039","9.04","Calculated","HAPI FHIR Test","1035","2025-11-10 13:05:50"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","0","0","0","No Cases","FHIR Sandbox","0","2025-11-10 13:05:50"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","8721","102239","8.53","Calculated","UHN HAPI FHIR","697","2025-11-10 13:05:50"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","11042","94609","11.67","Calculated","SMART Health IT","997","2025-11-10 13:05:50"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","0","0","0","No Cases","HAPI FHIR Test","0","2025-11-10 13:05:50"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","8865","59993","14.78","Calculated","FHIR Sandbox","1053","2025-11-10 13:05:50"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","0","0","0","No Cases","UHN HAPI FHIR","0","2025-11-10 13:05:50"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","16807","147219","11.42","Calculated","SMART Health IT","835","2025-11-10 13:05:50"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","16807","147219","11.42","Calculated","HAPI FHIR Test","938","2025-11-10 13:05:50"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","9668","70284","13.76","Calculated","FHIR Sandbox","413","2025-11-10 13:05:50"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","16807","147219","11.42","Calculated","UHN HAPI FHIR","1285","2025-11-10 13:05:50"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","12238","85551","14.3","Calculated","SMART Health IT","1036","2025-11-10 13:05:50"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","0","0","0","No Cases","HAPI FHIR Test","0","2025-11-10 13:05:50"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","9886","50970","19.4","Calculated","FHIR Sandbox","535","2025-11-10 13:05:50"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","17412","111776","15.58","Calculated","UHN HAPI FHIR","1061","2025-11-10 13:05:50"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","12002","62679","19.15","Calculated","SMART Health IT","862","2025-11-10 13:05:50"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","7069","56728","12.46","Calculated","HAPI FHIR Test","815","2025-11-10 13:05:50"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","4110","44699","9.19","Calculated","FHIR Sandbox","538","2025-11-10 13:05:50"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","0","0","0","No Cases","UHN HAPI FHIR","0","2025-11-10 13:05:50"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","6982","61326","11.39","Calculated","SMART Health IT","537","2025-11-10 13:05:50"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","5665","34311","16.51","Calculated","HAPI FHIR Test","333","2025-11-10 13:05:50"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","13771","130156","10.58","Calculated","FHIR Sandbox","860","2025-11-10 13:05:50"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","13771","130156","10.58","Calculated","UHN HAPI FHIR","1200","2025-11-10 13:05:50"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","18588","122579","15.16","Calculated","SMART Health IT","949","2025-11-10 13:05:50"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","12948","100312","12.91","Calculated","HAPI FHIR Test","337","2025-11-10 13:05:50"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","11268","35277","31.94","Calculated","FHIR Sandbox","740","2025-11-10 13:05:50"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","15691","74686","21.01","Calculated","UHN HAPI FHIR","628","2025-11-10 13:05:50"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","9139","99721","9.16","Calculated","SMART Health IT","614","2025-11-10 13:05:50"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","7836","87010","9.01","Calculated","HAPI FHIR Test","147","2025-11-10 13:05:50"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","9800","120383","8.14","Calculated","FHIR Sandbox","784","2025-11-10 13:05:50"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","14152","129259","10.95","Calculated","UHN HAPI FHIR","1493","2025-11-10 13:05:50"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","11313","93902","12.05","Calculated","SMART Health IT","639","2025-11-10 13:05:50"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","11313","93902","12.05","Calculated","HAPI FHIR Test","706","2025-11-10 13:05:50"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","11942","78613","15.19","Calculated","FHIR Sandbox","1204","2025-11-10 13:05:50"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","11313","93902","12.05","Calculated","UHN HAPI FHIR","1120","2025-11-10 13:05:50"
