"IndicatorId","IndicatorName","OriginalCode","StandardCode","FileName","Period","Year","Numerator","Denominator","Rate","DataQuality","ServerName","ServerRecordCount","QueryDateTime"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","13386","128954","10.38","Calculated","HAPI FHIR Test","151","2025-11-10 10:38:55"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","13386","128954","10.38","Calculated","FHIR Sandbox","131","2025-11-10 10:38:55"
"8","接受體外震波碎石術(ESWL)病人平均利用ESWL之次數","ESWL","IND-008","13_接受體外震波碎石術(ESWL)病人平均利用ESWL之次數(20.01季 1804年).cql","2024 Annual","2024","13386","128954","10.38","Calculated","UHN HAPI FHIR","279","2025-11-10 10:38:55"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","11985","140756","8.51","Calculated","SMART Health IT","31","2025-11-10 10:38:55"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","11985","140756","8.51","Calculated","HAPI FHIR Test","279","2025-11-10 10:38:55"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","11985","140756","8.51","Calculated","FHIR Sandbox","157","2025-11-10 10:38:55"
"9","子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率","473.01","IND-009","14_子宮肌瘤手術出院後十四日以內因該手術相關診斷再住院率(473.01).cql","2024 Annual","2024","11985","140756","8.51","Calculated","UHN HAPI FHIR","0","2025-11-10 10:38:55"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","17371","99447","17.47","Calculated","SMART Health IT","107","2025-11-10 10:38:55"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","17371","99447","17.47","Calculated","HAPI FHIR Test","225","2025-11-10 10:38:55"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","17371","99447","17.47","Calculated","FHIR Sandbox","129","2025-11-10 10:38:55"
"10","_人工膝關節置換手術後九十日以內置換物深部感染率","353.01","IND-010","15-1_人工膝關節置換手術後九十日以內置換物深部感染率(353.01).cql","2024 Annual","2024","17371","99447","17.47","Calculated","UHN HAPI FHIR","129","2025-11-10 10:38:55"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","9347","166140","5.63","Calculated","SMART Health IT","188","2025-11-10 10:38:55"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","9347","166140","5.63","Calculated","HAPI FHIR Test","227","2025-11-10 10:38:55"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","9347","166140","5.63","Calculated","FHIR Sandbox","146","2025-11-10 10:38:55"
"11","全人工膝關節置換手術後九十日以內置換物深部感染率","3249","IND-011","15-2全人工膝關節置換手術後九十日以內置換物深部感染率(3249).cql","2024 Annual","2024","9347","166140","5.63","Calculated","UHN HAPI FHIR","77","2025-11-10 10:38:55"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","17580","176064","9.99","Calculated","SMART Health IT","64","2025-11-10 10:38:55"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","17580","176064","9.99","Calculated","HAPI FHIR Test","87","2025-11-10 10:38:55"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","17580","176064","9.99","Calculated","FHIR Sandbox","245","2025-11-10 10:38:55"
"12","半人工膝關節置換手術後九十日以內置換物深部感染率","3250","IND-012","15-3半人工膝關節置換手術後九十日以內置換物深部感染率(3250).cql","2024 Annual","2024","17580","176064","9.99","Calculated","UHN HAPI FHIR","150","2025-11-10 10:38:55"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","17564","98247","17.88","Calculated","SMART Health IT","230","2025-11-10 10:38:55"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","17564","98247","17.88","Calculated","HAPI FHIR Test","247","2025-11-10 10:38:55"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","17564","98247","17.88","Calculated","FHIR Sandbox","230","2025-11-10 10:38:55"
"13","住院手術傷口感染率","1658季 1666年","IND-013","16住院手術傷口感染率(1658季 1666年).cql","2024 Annual","2024","17564","98247","17.88","Calculated","UHN HAPI FHIR","257","2025-11-10 10:38:55"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","11476","57169","20.07","Calculated","SMART Health IT","122","2025-11-10 10:38:55"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","11476","57169","20.07","Calculated","HAPI FHIR Test","231","2025-11-10 10:38:55"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","11476","57169","20.07","Calculated","FHIR Sandbox","199","2025-11-10 10:38:55"
"14","急性心肌梗塞死亡率","1662季 1668年","IND-014","17急性心肌梗塞死亡率(1662季 1668年).cql","2024 Annual","2024","11476","57169","20.07","Calculated","UHN HAPI FHIR","83","2025-11-10 10:38:55"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","13175","114620","11.49","Calculated","SMART Health IT","189","2025-11-10 10:38:55"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","13175","114620","11.49","Calculated","HAPI FHIR Test","169","2025-11-10 10:38:55"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","13175","114620","11.49","Calculated","FHIR Sandbox","233","2025-11-10 10:38:55"
"15","失智者使用安寧緩和服務使用率","2795季 2796年","IND-015","18_失智者使用安寧緩和服務使用率(2795季 2796年).cql","2024 Annual","2024","13175","114620","11.49","Calculated","UHN HAPI FHIR","233","2025-11-10 10:38:55"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","13672","137351","9.95","Calculated","SMART Health IT","191","2025-11-10 10:38:55"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","13672","137351","9.95","Calculated","HAPI FHIR Test","36","2025-11-10 10:38:55"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","13672","137351","9.95","Calculated","FHIR Sandbox","111","2025-11-10 10:38:55"
"16","清淨手術術後傷口感染率","2524季 2526年","IND-016","19_清淨手術術後傷口感染率(2524季 2526年).cql","2024 Annual","2024","13672","137351","9.95","Calculated","UHN HAPI FHIR","107","2025-11-10 10:38:55"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","19353","124368","15.56","Calculated","SMART Health IT","152","2025-11-10 10:38:55"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","19353","124368","15.56","Calculated","HAPI FHIR Test","117","2025-11-10 10:38:55"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","19353","124368","15.56","Calculated","FHIR Sandbox","164","2025-11-10 10:38:55"
"17","門診抗生素使用率","1140.01","IND-017","2_門診抗生素使用率(1140.01).cql","2024 Annual","2024","19353","124368","15.56","Calculated","UHN HAPI FHIR","99","2025-11-10 10:38:55"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","12553","208224","6.03","Calculated","SMART Health IT","165","2025-11-10 10:38:55"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","12553","208224","6.03","Calculated","HAPI FHIR Test","105","2025-11-10 10:38:55"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","12553","208224","6.03","Calculated","FHIR Sandbox","160","2025-11-10 10:38:55"
"18","跨醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-018","3-10跨醫院門診同藥理用藥日數重疊率-降血脂(口服)(1714).cql","2024 Annual","2024","12553","208224","6.03","Calculated","UHN HAPI FHIR","181","2025-11-10 10:38:55"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","11783","117584","10.02","Calculated","SMART Health IT","80","2025-11-10 10:38:55"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","11783","117584","10.02","Calculated","HAPI FHIR Test","311","2025-11-10 10:38:55"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","11783","117584","10.02","Calculated","FHIR Sandbox","221","2025-11-10 10:38:55"
"19","跨醫院門診同藥理用藥日數重疊率-降血糖","1715","IND-019","3-11跨醫院門診同藥理用藥日數重疊率-降血糖(1715).cql","2024 Annual","2024","11783","117584","10.02","Calculated","UHN HAPI FHIR","148","2025-11-10 10:38:55"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","14218","146640","9.7","Calculated","SMART Health IT","175","2025-11-10 10:38:55"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","14218","146640","9.7","Calculated","HAPI FHIR Test","210","2025-11-10 10:38:55"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","14218","146640","9.7","Calculated","FHIR Sandbox","101","2025-11-10 10:38:55"
"20","跨醫院門診同藥理用藥日數重疊率-抗思覺失調症","1729","IND-020","3-12跨醫院門診同藥理用藥日數重疊率-抗思覺失調症(1729).cql","2024 Annual","2024","14218","146640","9.7","Calculated","UHN HAPI FHIR","57","2025-11-10 10:38:55"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","14107","156039","9.04","Calculated","SMART Health IT","167","2025-11-10 10:38:55"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","14107","156039","9.04","Calculated","HAPI FHIR Test","181","2025-11-10 10:38:55"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","14107","156039","9.04","Calculated","FHIR Sandbox","169","2025-11-10 10:38:55"
"21","跨醫院門診同藥理用藥日數重疊率-抗憂鬱症","1730","IND-021","3-13跨醫院門診同藥理用藥日數重疊率-抗憂鬱症(1730).cql","2024 Annual","2024","14107","156039","9.04","Calculated","UHN HAPI FHIR","120","2025-11-10 10:38:55"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","11042","94609","11.67","Calculated","SMART Health IT","209","2025-11-10 10:38:55"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","11042","94609","11.67","Calculated","HAPI FHIR Test","216","2025-11-10 10:38:55"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","11042","94609","11.67","Calculated","FHIR Sandbox","147","2025-11-10 10:38:55"
"22","跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)","口服","IND-022","3-14跨醫院門診同藥理用藥日數重疊率-安眠鎮靜(口服)(1731).cql","2024 Annual","2024","11042","94609","11.67","Calculated","UHN HAPI FHIR","80","2025-11-10 10:38:55"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","16807","147219","11.42","Calculated","SMART Health IT","140","2025-11-10 10:38:55"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","16807","147219","11.42","Calculated","HAPI FHIR Test","172","2025-11-10 10:38:55"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","16807","147219","11.42","Calculated","FHIR Sandbox","182","2025-11-10 10:38:55"
"23","跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)","口服","IND-023","3-15跨醫院門診同藥理用藥日數重疊率-抗血栓(口服)(3377).cql","2024 Annual","2024","16807","147219","11.42","Calculated","UHN HAPI FHIR","150","2025-11-10 10:38:55"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","17412","111776","15.58","Calculated","SMART Health IT","196","2025-11-10 10:38:55"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","17412","111776","15.58","Calculated","HAPI FHIR Test","301","2025-11-10 10:38:55"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","17412","111776","15.58","Calculated","FHIR Sandbox","145","2025-11-10 10:38:55"
"24","跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)","口服","IND-024","3-16跨醫院門診同藥理用藥日數重疊率-前列腺肥大(口服)(3378).cql","2024 Annual","2024","17412","111776","15.58","Calculated","UHN HAPI FHIR","311","2025-11-10 10:38:55"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","13044","93906","13.89","Calculated","SMART Health IT","64","2025-11-10 10:38:55"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","13044","93906","13.89","Calculated","HAPI FHIR Test","132","2025-11-10 10:38:55"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","13044","93906","13.89","Calculated","FHIR Sandbox","278","2025-11-10 10:38:55"
"25","同醫院門診同藥理用藥日數重疊率-降血壓(口服)","口服","IND-025","3-1同醫院門診同藥理用藥日數重疊率-降血壓(口服)(1710).cql","2024 Annual","2024","13044","93906","13.89","Calculated","UHN HAPI FHIR","155","2025-11-10 10:38:55"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","13771","130156","10.58","Calculated","SMART Health IT","187","2025-11-10 10:38:55"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","13771","130156","10.58","Calculated","HAPI FHIR Test","114","2025-11-10 10:38:55"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","13771","130156","10.58","Calculated","FHIR Sandbox","195","2025-11-10 10:38:55"
"26","同醫院門診同藥理用藥日數重疊率-降血脂(口服)","口服","IND-026","3-2同醫院門診同藥理用藥日數重疊率-降血脂(口服)(1711).cql","2024 Annual","2024","13771","130156","10.58","Calculated","UHN HAPI FHIR","170","2025-11-10 10:38:55"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","18588","122579","15.16","Calculated","SMART Health IT","105","2025-11-10 10:38:55"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","18588","122579","15.16","Calculated","HAPI FHIR Test","98","2025-11-10 10:38:55"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","18588","122579","15.16","Calculated","FHIR Sandbox","117","2025-11-10 10:38:55"
"27","同醫院門診同藥理用藥日數重疊率-降血糖","1712","IND-027","3-3同醫院門診同藥理用藥日數重疊率-降血糖(1712).cql","2024 Annual","2024","18588","122579","15.16","Calculated","UHN HAPI FHIR","129","2025-11-10 10:38:55"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","14152","129259","10.95","Calculated","SMART Health IT","124","2025-11-10 10:38:55"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","14152","129259","10.95","Calculated","HAPI FHIR Test","139","2025-11-10 10:38:55"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","14152","129259","10.95","Calculated","FHIR Sandbox","200","2025-11-10 10:38:55"
"28","同醫院門診同藥理用藥日數重疊率-抗思覺失調症","1726","IND-028","3-4同醫院門診同藥理用藥日數重疊率-抗思覺失調症(1726).cql","2024 Annual","2024","14152","129259","10.95","Calculated","UHN HAPI FHIR","122","2025-11-10 10:38:55"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","15154","135925","11.15","Calculated","SMART Health IT","175","2025-11-10 10:38:55"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","15154","135925","11.15","Calculated","HAPI FHIR Test","125","2025-11-10 10:38:55"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","15154","135925","11.15","Calculated","FHIR Sandbox","262","2025-11-10 10:38:55"
"29","同醫院門診同藥理用藥日數重疊率-抗憂鬱症","1727","IND-029","3-5同醫院門診同藥理用藥日數重疊率-抗憂鬱症(1727).cql","2024 Annual","2024","15154","135925","11.15","Calculated","UHN HAPI FHIR","58","2025-11-10 10:38:55"
